layer_name,exec_id,avg_power_w,duration_ms,energy_j
0,0,30.207,0.11467933654785156,0.0034641187191009524
2,2,30.207,0.07176399230957031,0.0021677749156951906
1,1,30.207,0.06937980651855469,0.0020957558155059817
