layer_name,exec_id,start_time,end_time,duration_ms,start_power_w,end_power_w,avg_power_w,energy_j
0,0,1763508239.3469439,1763508239.3470585,0.11467933654785156,30.207,30.207,30.207,0.0034641187191009524
1,1,1763508239.347655,1763508239.3477244,0.06937980651855469,30.207,30.207,30.207,0.0020957558155059817
2,2,1763508239.3482797,1763508239.3483515,0.07176399230957031,30.207,30.207,30.207,0.0021677749156951906
